domain,title,ip,server,encode
legal-management.taichung.gov.tw,臺中市法規提案查詢系統,210.69.115.9,Microsoft-IIS/8.5,utf8
cdc.taichung.gov.tw,臺中市職涯發展中心,60.249.127.49,Microsoft-IIS/8.5,utf8
purchase.taichung.gov.tw,採購專區,163.29.86.7,Microsoft-IIS/7.5,utf8
vols.secretariat.taichung.gov.tw,臺中市政府秘書處民眾預約導覽,163.29.201.244,Microsoft-IIS/7.5,utf8
ccs.taichung.gov.tw,,,,utf8
pv.taichung.gov.tw,,163.29.192.191,Microsoft-IIS/8.5,utf8
www.civilchild.taichung.gov.tw,認識民政局之民政局的業務,163.29.86.7,Microsoft-IIS/7.5,utf8
mms.taichung.gov.tw,臺中市二階段常備兵役軍事訓練線上申請,210.69.115.147,Apache,utf8
eform.taichung.gov.tw,IIS7,163.29.86.244,Microsoft-IIS/7.5,utf8
easygocs.taichung.gov.tw,臺中市區公所跨區服務網,163.29.201.234,Microsoft-IIS/7.0,utf8
158.taichung.gov.tw,"臺中市158不動產資訊樂活網 - Taichung Lohas 158",61.60.45.158,Microsoft-IIS/6.0,utf8
child.construction.taichung.gov.tw,台中市政府建設局,163.29.86.7,Microsoft-IIS/7.5,utf8
lamp.taichung.gov.tw,,210.69.115.165,Microsoft-IIS/7.5,utf8
tow.taichung.gov.tw,:::臺中市違規車輛拖吊查詢服務網:::,117.56.11.173,Microsoft-IIS/7.5,utf8
pda.freeway.gov.tw,國道高速公路,210.241.131.249,"Apache/2.4.7 (Ubuntu)",utf8
tmpis.taichung.gov.tw,臺中市交通維持計畫系統,163.29.192.241,Microsoft-IIS/8.0,utf8
www.dadun.culture.taichung.gov.tw,大墩文化中心,163.29.201.167,Microsoft-IIS/7.5,big5
www.tcsac.gov.tw,"臺中市港區藝術中心 首頁",163.29.201.201,Microsoft-IIS/7.5,utf8
www.ttdac.taichung.gov.tw,臺中市屯區藝文中心,163.29.86.88,Microsoft-IIS/7.5,utf8
tmv.thb.gov.tw,臺中區監理所,210.69.58.164,Apache,utf8
www.wrbeoc.taichung.gov.tw,臺中市政府水利局防災資訊網,203.66.45.213,Microsoft-IIS/7.5,utf8
govstat.taichung.gov.tw,臺中市政府公務統計資訊網,163.29.201.197,Microsoft-IIS/8.5,utf8
lbms.taichung.gov.tw,"Apache Tomcat/7.0.63",163.29.86.9,Apache-Coyote/1.1,utf8
msg.taichung.gov.tw,臺中市視障按摩服務網,61.67.219.30,Microsoft-IIS/6.0,utf8
takejob.taichung.gov.tw,大臺中人力資源網-首頁,163.29.86.237,Microsoft-IIS/7.5,utf8
jobsafety.taichung.gov.tw,求職防騙暨保障就業隱私宣導網,60.249.127.49,Microsoft-IIS/8.5,utf8
labormail.taichung.gov.tw,臺中市政府勞工局服務信箱,210.69.115.43,Microsoft-IIS/7.5,utf8
kids.police.taichung.gov.tw,台中市政府警察局,163.29.70.72,Apache-Coyote/1.1,utf8
www.tccfd.gov.tw,臺中市政府消防局,210.241.98.228,Microsoft-IIS/6.0,utf8
safe.tccf.gov.tw,臺中市政府消防局,210.242.143.6,Apache,utf8
public.tccfd.gov.tw,,210.241.98.244,Apache-Coyote/1.1,utf8
weather.tccf.gov.tw,中央氣象局防災資訊服務-->CWB,210.241.18.12,"Apache/2.2.3 (Red Hat)",big5
fun.taichung.gov.tw,,,,utf8
www.tccf.gov.tw,臺中市政府消防局,210.241.98.228,Microsoft-IIS/6.0,utf8
ww2.epb.taichung.gov.tw,【環境影響評估】委員會議程及會議紀錄,163.29.201.132,Microsoft-IIS/7.5,big5
cleaner.epb.taichung.gov.tw,臺中垃圾清運大車隊-即時查詢系統,23.99.113.127,Microsoft-IIS/7.5,utf8
eric.epa.gov.tw,IIS7,223.200.80.117,Microsoft-IIS/7.5,utf8
recycle.epb.taichung.gov.tw,臺中市政府環境保護局-資源回收網,163.29.86.170,Microsoft-IIS/7.0,big5
green.epb.taichung.gov.tw,臺中市綠能交通網-熱門消息,163.29.86.176,Microsoft-IIS/7.5,utf8
powerstation.epb.taichung.gov.tw,臺中市環境保護局-柴油車排煙檢測站,163.29.86.176,Microsoft-IIS/7.5,big5
straw.epb.taichung.gov.tw,": : : 臺中市稻草再利用諮詢網 : : :",163.29.86.176,Microsoft-IIS/7.5,big5
temple.epb.taichung.gov.tw,臺中市政府環境保護局,163.29.86.176,Microsoft-IIS/7.5,utf8
greenevent.epa.gov.tw,環保低碳活動平台,223.200.80.166,Microsoft-IIS/8.5,utf8
eecs.epa.gov.tw,,223.200.80.74,,utf8
community.culture.taichung.gov.tw,臺中市社區營造推動網,210.69.115.213,Microsoft-IIS/6.0,utf8
volunteers.huludun.taichung.gov.tw,葫蘆墩文化中心-志工服務網,163.29.201.180,Microsoft-IIS/8.5,utf8
culturalvolunteer.tchac.taichung.gov.tw,臺中市文化資產處志工園地|首頁,163.29.86.239,Microsoft-IIS/7.5,utf8
activity.culture.taichung.gov.tw,臺中市政府文化局-文化活動資訊網,210.69.115.214,Microsoft-IIS/7.0,utf8
hall.culture.taichung.gov.tw,臺中市中山堂全球資訊網,210.69.115.196,Microsoft-IIS/6.0,big5
land.taichung.gov.tw,臺中市政府地政局,61.60.45.149,"Apache/2.2.22 (EL)",utf8
im.land.taichung.gov.tw,,61.60.45.152,Microsoft-IIS/7.5,utf8
iland.taichung.gov.tw,臺中市地政資訊網,210.241.111.220,Microsoft-IIS/6.0,big5
fyland.land.taichung.gov.tw,"臺中市豐原地政事務所　Fengyuan Land Office,Taichung City",61.60.45.149,"Apache/2.2.22 (EL)",utf8
ytland.land.taichung.gov.tw,臺中市雅潭地政事務所,61.60.45.149,"Apache/2.2.22 (EL)",utf8
assess-public.taichung.gov.tw,台中市標案資訊查詢管理系統,210.69.115.181,Microsoft-IIS/8.5,utf8
www.e-zone.taichung.gov.tw,臺中市政府都市計畫地理資訊查詢系統,210.69.115.164,Microsoft-IIS/6.0,utf8
gismap.taichung.gov.tw,首頁│台中市空間地圖查詢系統,210.69.115.248,Microsoft-IIS/8.5,utf8
ismart.taichung.gov.tw,,210.241.111.212,Apache-Coyote/1.1,utf8
landquery.taichung.gov.tw,,210.241.111.211,Apache-Coyote/1.1,utf8
newtravel.taichung.gov.tw,"臺中觀光旅遊網 Taichung Tourism",211.20.54.241,Apache-Coyote/1.1,utf8
www.bas.ntpc.gov.tw,新北市政府主計處,61.60.98.240,,utf8
mh.hbtc.gov.tw,,210.69.45.48,,utf8
web.personnel.taichung.gov.tw,,210.69.49.192,,utf8
www.mjib.gov.tw,"首頁 - 法務部調查局",210.69.155.4,Microsoft-IIS/8.5,utf8
www.doge.taipei.gov.tw,臺北市政府政風處,163.29.36.96,Microsoft-IIS/7.5,utf8
rdnet.taichung.gov.tw,研究發展成果網,163.29.86.7,Microsoft-IIS/7.5,utf8
www.tccc.gov.tw,臺中市議會,163.29.76.36,Microsoft-IIS/7.5,big5
www.tuniuhakka.taichung.gov.tw,臺中市石岡土牛客家文化館,163.29.201.246,Microsoft-IIS/7.5,utf8
libmember.taichung.gov.tw,臺中市圖書館館員溝通平臺,210.69.115.160,Microsoft-IIS/7.0,utf8
mort.moi.gov.tw,"::: 內政部全國殯葬資訊入口網 :::",210.69.35.133,Apache-Coyote/1.1,utf8
uipsys.taichung.gov.tw,,163.29.86.2,Microsoft-IIS/7.5,utf8
www.rrb.gov.tw,交通部鐵路改建工程局,163.29.133.94,Apache,utf8
english.animal.taichung.gov.tw,"Taichung City Animal Protection",163.29.86.7,Microsoft-IIS/7.5,utf8
dvc.taichung.gov.tw,,,,utf8
online.taichung.gov.tw,臺中市政府法制局-線上申辦,163.29.201.231,Microsoft-IIS/7.0,big5
niumatou.taichung.gov.tw,牛罵頭遺址文化園區網站,163.29.86.239,Microsoft-IIS/7.5,utf8
culgis.taichung.gov.tw,,210.69.115.79,Microsoft-IIS/7.5,utf8
pier-2.khcc.gov.tw,駁二藝術特區,210.241.43.148,Microsoft-IIS/7.5,utf8
khhrdi.kcg.gov.tw,高雄市政府公務人力發展中心,163.29.241.183,Microsoft-IIS/7.5,utf8
permissrv.taichung.gov.tw,臺中市政府線上報名系統,210.69.115.91,"Apache/2.4.18 (Win32) OpenSSL/1.0.2h PHP/7.0.6",utf8
gishub.taichung.gov.tw,臺中市政府數位地圖館,163.29.86.27,Microsoft-IIS/7.5,big5
acenter.taichung.gov.tw,臺中市里活動中心E化資訊網,163.29.86.10,Apache,utf8
www.legal-mediate.taichung.gov.tw,行動線上申請調解服務系統,210.69.115.101,"Apache/2.2.2 (Unix)",big5
uip.taichung.gov.tw,,163.29.86.7,Microsoft-IIS/7.5,utf8
nantun-travel.taichung.gov.tw,"臺中南屯咖咖尋遊網 - 首頁",210.242.73.197,Apache,utf8
aesearch.taichung.gov.tw,,210.69.115.89,,utf8
fengyuan-travel.taichung.gov.tw,豐原文化觀光網,60.249.35.140,Microsoft-IIS/8.0,utf8
old.fengyuan.taichung.gov.tw,臺中市豐原區公所,60.249.35.140,Microsoft-IIS/8.0,big5
old.taiping.taichung.gov.tw,,163.29.86.7,Microsoft-IIS/7.5,utf8
edesk.nhi.gov.tw,IIS7,210.69.214.135,,utf8
easygo.taichung.gov.tw,臺中市政府民政局EasyGo_,163.29.201.234,Microsoft-IIS/7.0,utf8
land.qingshui.taichung.gov.tw,臺中市清水區都市計畫使用分區查詢系統,163.29.86.253,Microsoft-IIS/7.5,utf8
qingshuitravel.taichung.gov.tw,漫遊清水夠麻吉,210.69.115.150,Microsoft-IIS/7.5,utf8
book.shalu.gov.tw,沙鹿老照片專輯,163.29.86.144,Microsoft-IIS/6.0,big5
lohas.shalu.gov.tw,"樂活沙鹿 - 綠色生活、綠色交通",163.29.86.144,Microsoft-IIS/6.0,utf8
gis.moeacgs.gov.tw,,61.67.72.151,Microsoft-IIS/6.0,utf8
old.dajia.taichung.gov.tw,臺中市大甲區公所電子書下載,163.29.86.72,"Apache/2.4.17 (Win32) OpenSSL/1.0.2d PHP/5.6.19",utf8
eoc.ndppc.nat.gov.tw,中央災害應變中心,124.199.65.75,"Oracle-Application-Server-10g/10.1.2.0.0 Oracle-HTTP-Server",utf8
eip.taichung.gov.tw,,,,utf8
wurihlight.taichung.gov.tw,IIS7,163.29.86.122,Microsoft-IIS/7.0,utf8
old.dadu.taichung.gov.tw,員工登入,60.249.35.140,Microsoft-IIS/8.0,big5
old.wufeng.taichung.gov.tw,,,,utf8
aps.police.taichung.gov.tw,"Apache Tomcat/7.0.16",163.29.70.50,Apache-Coyote/1.1,utf8
tanzitravel.taichung.gov.tw,綠遊潭子-首頁,163.29.86.95,Microsoft-IIS/6.0,utf8
mail2000.taichung.gov.tw,,210.69.115.235,,utf8
www.hepingdrc.gov.tw,臺中市和平區民代表會,61.218.134.131,Microsoft-IIS/7.5,utf8
shihkang-travel.taichung.gov.tw,"石在好玩-石岡逍遙行 客庄當生趣",163.29.201.237,Microsoft-IIS/7.5,utf8
old.hdali.taichung.gov.tw,臺中市大里區戶政事務所~首頁,163.29.201.235,Microsoft-IIS/7.5,utf8
taiwanblv.civil.taichung.gov.tw,"臺中市政府民政局 ::: 推動臺灣大道計畫專區 :::",210.69.115.174,Microsoft-IIS/7.5,utf8
online.hwest.taichung.gov.tw,,60.249.35.140,Microsoft-IIS/8.0,utf8
shwoo.taipei.gov.tw,惜物網,163.29.157.89,Apache-Coyote/1.1,utf8
www.tacp.gov.tw,原住民族委員會原住民族文化發展中心,210.241.123.31,Microsoft-IIS/7.5,utf8
child.cca.gov.tw,"認識台灣多元文化 - 台灣原住民族群介紹",163.29.7.32,Apache,big5
amiwb.post.gov.tw,,210.200.25.216,,utf8
data.moi.gov.tw,,210.69.35.227,Microsoft-IIS/7.5,utf8
www.dsland.taichung.gov.tw,,,,utf8
www.jsland.gov.tw,"臺中市中山地政事務所　Zhongshan Land Taichung City",61.60.45.149,"Apache/2.2.22 (EL)",utf8
glir.land.moi.gov.tw,,,,utf8
lohas.taichung.gov.tw,"臺中市158不動產資訊樂活網 - Taichung Lohas 158",61.60.45.158,Microsoft-IIS/6.0,utf8
webatm.post.gov.tw,,210.200.27.110,,utf8
epaper.hbtc.gov.tw,,,,utf8
phisnet.hpa.gov.tw,,210.241.78.29,Microsoft-IIS/7.5,utf8
www2.cdc.gov.tw,,,,utf8
tb.ccd.doh.gov.tw,,,,utf8
803.mnd.gov.tw,國軍臺中總醫院,211.72.61.139,,utf8
chmuseum.klchb.gov.tw,基隆市E化健康博物館全球資訊網,203.65.60.203,Microsoft-IIS/6.0,utf8
e-service.klcg.gov.tw,基隆市線上申辦整合系統,117.56.180.160,Apache-Coyote/1.1,utf8
upgis.klcg.gov.tw,"Welcome to Keelung UPGIS Server",117.56.180.84,Microsoft-IIS/8.5,utf8
regis.klcg.gov.tw,基隆市政府住宅及不動產資訊服務網,210.69.46.233,Microsoft-IIS/7.0,big5
kct.klcg.gov.tw,建構中,210.69.46.137,Microsoft-IIS/6.0,big5
exlaw.klcg.gov.tw,基隆市政府-主管法規查詢系統(外部版),117.56.180.146,Microsoft-IIS/7.0,utf8
social.klcg.gov.tw,,,,utf8
land.klcg.gov.tw,歡迎光臨基隆市政府地政處,163.29.218.199,Microsoft-IIS/7.5,utf8
www.klct.gov.tw,"基隆市七堵區公所 - 首頁",211.21.137.16,Microsoft-IIS/8.5,utf8
www.klnn.gov.tw,"::::: 基隆市暖暖區公所 ::::::",117.56.22.178,"Apache/2.2.23 (Unix) mod_ssl/2.2.23 OpenSSL/1.0.1p PHP/5.3.17",utf8
www.klal.gov.tw,基隆市安樂區公所-全球資訊網,211.79.129.220,Microsoft-IIS/6.0,big5
www.kljs.gov.tw,WEBLINK,202.65.219.186,Apache,utf8
www.klra.gov.tw,基隆市仁愛區公所,220.128.148.231,Microsoft-IIS/6.0,big5
www.klsy.gov.tw,基隆市信義區公所-首頁,117.56.22.170,Microsoft-IIS/6.0,big5
www.klzz.gov.tw,基隆市中正區公所--首頁,117.56.215.248,Microsoft-IIS/6.0,big5
anleh-land.gov.tw,基隆市安樂地政事務所全球資訊網,61.60.66.34,Microsoft-IIS/6.0,utf8
www.sinyi-land.gov.tw,"基隆市信義地政事務所 - 首頁",61.60.66.74,"Apache/2.4.10 (Win32) OpenSSL/1.0.1h PHP/5.4.31",utf8
www.cidu-house.gov.tw,基隆市七堵區戶政事務所-首頁,61.62.68.206,Microsoft-IIS/6.0,big5
www.nuann-house.gov.tw,基隆市暖暖區戶政事務所-首頁,61.62.68.206,Microsoft-IIS/6.0,big5
www.anle-house.gov.tw,基隆市安樂區戶政事務所--首頁,61.62.68.206,Microsoft-IIS/6.0,big5
www.klcs-house.gov.tw,基隆市中山區戶政事務所-首頁,61.62.68.206,Microsoft-IIS/6.0,big5
www.kljenai-house.gov.tw,基隆市仁愛區戶政事務所-首頁,61.62.68.206,Microsoft-IIS/6.0,big5
www.klsy-house.gov.tw,基隆市信義區戶政事務所-,61.62.68.206,Microsoft-IIS/6.0,big5
www.kljj-house.gov.tw,基隆市中正區戶政事務所－網站入口,220.130.38.87,Apache,big5
www.klaphio.gov.tw,基隆市動物保護防疫所,60.251.44.199,Apache,utf8
klms.klcg.gov.tw,"Welcome to 基隆市立體育場(Keelung Municipal Stadium)",117.56.180.82,"Apache/2.2.21 (FreeBSD) mod_ssl/2.2.21 OpenSSL/0.9.8q DAV/2 PHP/5.2.17 with Suhosin-Patch",utf8
www.kltb.gov.tw,,,,utf8
www.klrah.gov.tw,基隆市立仁愛之家-首頁,220.135.99.104,Microsoft-IIS/7.5,big5
www.klms.gov.tw,基隆市殯葬管理所,61.62.68.206,Microsoft-IIS/6.0,utf8
www.kmh.gov.tw,"基隆市立醫院 Keelung Municipal Hospital",117.56.12.8,Microsoft-IIS/6.0,utf8
www.klcba.gov.tw,基隆市公車處,220.128.213.111,Apache-Coyote/1.1,utf8
www.klepb.gov.tw,基隆市環境保護局全球資訊網,163.29.218.59,Microsoft-IIS/7.5,big5
www.klchb.gov.tw,基隆市衛生局,203.65.60.235,Microsoft-IIS/7.5,utf8
www.klfd.gov.tw,基隆市消防局-中文版型,61.60.67.155,Apache-Coyote/1.1,utf8
www.klg.gov.tw,基隆市警察局->,163.29.51.216,"Apache/2.2.16 (Win32) PHP/5.2.14",utf8
report.klcg.gov.tw,公務出國報告專區,210.69.46.221,"Apache/2.2.3 (CentOS)",utf8
park.klcg.gov.tw,基隆停管管理中心,210.69.46.181,Microsoft-IIS/8.5,utf8
video.hccg.gov.tw,新竹市政府影音資訊服務平台,163.29.137.16,Apache,utf8
en.hccg.gov.tw,"Hsinchu City Government",163.29.137.16,Apache,utf8
1999.hccg.gov.tw,新竹市政府1999服務專線,163.29.137.16,Apache,utf8
search.hccg.gov.tw,"Index of /",163.29.137.19,Apache,utf8
www.hcccb.gov.tw,"新竹市文化局  Cultural Affairs Bureau,Hsinchu City",163.29.137.72,Microsoft-IIS/6.0,big5
society.hccg.gov.tw,"新竹市政府 社會處 - --",163.29.137.16,Apache,utf8
hispark.hccg.gov.tw,index,163.29.137.13,Microsoft-IIS/6.0,utf8
pipe.hccg.gov.tw,"新竹市政府路平計畫 - 新竹市政府工務處",163.29.137.92,Microsoft-IIS/8.0,utf8
opendata.hccg.gov.tw,新竹市政府資料開放平臺,163.29.137.23,nginx/1.1.19,utf8
dep-auditing.hccg.gov.tw,新竹市政府主計處,163.29.137.16,Apache,utf8
dep-administration.hccg.gov.tw,"新竹市政府行政處 - 新竹市政府行政處",163.29.137.16,Apache,utf8
stat1.hccg.gov.tw,IIS7,163.29.137.132,Microsoft-IIS/7.5,utf8
www.hcfd.gov.tw,歡迎光臨新竹市消防局,163.29.137.57,Microsoft-IIS/8.5,big5
landuse.hccg.gov.tw,新竹市都市計畫資訊服務網,163.29.137.34,Microsoft-IIS/7.0,big5
eghouse.hccg.gov.tw,"新竹市幸福宜居網 - 首頁",163.29.137.207,Microsoft-IIS/8.5,utf8
citycard.hccg.gov.tw,新竹市市民卡主題網,163.29.137.7,Apache-Coyote/1.1,utf8
e-services.hccg.gov.tw,新竹市政府民眾申請e好辦,163.29.137.213,"Apache/2.2.27 (Unix) mod_ssl/2.2.27 OpenSSL/1.0.1g mod_jk/1.2.40",utf8
bossmail.hccg.gov.tw,新竹市政府民意信箱服務主題網,163.29.137.28,Apache,utf8
dep-construction.hccg.gov.tw,"新竹市政府產業發展處 - 本處原為建設局，於民國97年更名為產業發展處，掌理全新竹市的農林畜牧、漁業、公用事業、公有市場、工商管理、水土保持、生態",163.29.137.16,Apache,utf8
tourism.chcg.gov.tw,彰化縣政府旅遊資訊網,210.69.54.64,Microsoft-IIS/7.0,utf8
tour.yunlin.gov.tw,雲林縣文化旅遊網,210.69.47.61,Microsoft-IIS/7.0,utf8
e-services.yunlin.gov.tw,,210.69.47.140,,utf8
www4.yunlin.gov.tw,雲林縣96年農業資訊入口網暨無障礙資訊服務計畫案-網站建置清單,210.69.47.25,Apache-Coyote/1.1,big5
www2.ylccb.gov.tw,"│  雲林縣政府文化處  │   Cultural Affairs Department, Yunlin County Government",210.69.47.7,Microsoft-IIS/7.5,big5
www.ylfire.gov.tw,雲林縣消防局,210.241.61.131,Microsoft-IIS/6.0,utf8
www.yltb.gov.tw,雲林縣稅務局網際網路服務站,61.60.48.163,Microsoft-IIS/7.5,big5
www.ylhpb.gov.tw,雲林縣警察局全球資訊網,163.29.89.6,Microsoft-IIS/6.0,utf8
www.ylepb.gov.tw,雲林縣環境保護局全球資訊網,163.29.198.1,Microsoft-IIS/7.5,utf8
www.ylshb.gov.tw,歡迎光臨雲林縣衛生局全球資訊網,203.65.86.6,"Apache/2.2.3 (Red Hat)",utf8
www.dl.gov.tw,,,,utf8
www.ehlg.gov.tw,,,,utf8
www.dounan.gov.tw,【雲林縣斗南鎮公所】進站動畫,117.56.109.20,Microsoft-IIS/7.0,utf8
www.lunbei.gov.tw,雲林縣崙背鄉公所,117.56.216.56,Microsoft-IIS/6.0,big5
www.huwei.gov.tw,雲林縣虎尾鎮公所,117.56.216.70,Microsoft-IIS/6.0,big5
www.mlvillage.gov.tw,雲林縣麥寮鄉公所,117.56.216.32,Microsoft-IIS/6.0,big5
www.hsilo.gov.tw,"雲林縣西螺鎮公所 :::全球資訊網:::",117.56.109.38,"Apache/2.4.10 (Win32) OpenSSL/1.0.1h PHP/5.4.31",utf8
www.dongshih.gov.tw,雲林縣東勢鄉公所全球資訊網,117.56.216.79,Microsoft-IIS/6.0,big5
www.tuku.gov.tw,雲林縣土庫鎮公所,117.56.216.25,"Apache/2.2.23 (Unix) mod_ssl/2.2.23 OpenSSL/1.0.1c PHP/5.3.17",utf8
www.baojhong.gov.tw,雲林縣褒忠鄉公所全球資訊網,117.56.109.51,Microsoft-IIS/6.0,big5
www.taihsi.gov.tw,雲林縣臺西鄉公所全球資訊網,117.56.216.14,Microsoft-IIS/8.5,big5
www.gukeng.gov.tw,雲林縣古坑鄉公所,117.56.217.209,Apache,big5
www.yuanchang.gov.tw,首頁,117.56.216.75,"Apache/2.4.17 (Win64) PHP/5.5.30",utf8
www.tapi.gov.tw,雲林縣大埤鄉公所,117.56.217.196,"Apache/2.2.3 (CentOS)",big5
www.zuhu.gov.tw,雲林縣四湖鄉公所,117.56.109.67,Microsoft-IIS/6.0,big5
www.cihtong.gov.tw,雲林縣莿桐鄉公所資訊網,117.56.246.14,"Apache/2.2.31 (Win32) mod_ssl/2.2.31 OpenSSL/1.0.1p",big5
www.kouhu.gov.tw,【雲林縣口湖鄉公所】首頁,117.56.216.4,Microsoft-IIS/7.5,utf8
www.linnei.gov.tw,雲林縣林內鄉公所,61.60.48.86,Microsoft-IIS/6.0,big5
www.shuilin.gov.tw,"本站消息 - 水林鄉公所",117.56.217.248,"Apache/2.2.22 (FreeBSD) PHP/5.2.17 with Suhosin-Patch mod_ssl/2.2.22 OpenSSL/0.9.8q DAV/2",utf8
www.beigang.gov.tw,,117.56.216.10,Microsoft-IIS/6.0,utf8
douliou.household.yunlin.gov.tw,雲林縣斗六市戶政事務所,210.69.47.86,Microsoft-IIS/6.0,big5
erlun.household.yunlin.gov.tw,雲林縣二崙鄉戶政事務所,210.69.47.86,Microsoft-IIS/6.0,big5
dounan.household.yunlin.gov.tw,雲林縣斗南鎮戶政事務所,210.69.47.86,Microsoft-IIS/6.0,big5
lunbei.household.yunlin.gov.tw,雲林縣崙背鄉戶政事務所,210.69.47.86,Microsoft-IIS/6.0,big5
huwei.household.yunlin.gov.tw,雲林縣虎尾鎮戶政事務所,210.69.47.86,Microsoft-IIS/6.0,big5
mailiao.household.yunlin.gov.tw,雲林縣麥寮鄉戶政事務所,210.69.47.86,Microsoft-IIS/6.0,big5
siluo.household.yunlin.gov.tw,雲林縣西螺鎮戶政事務所,210.69.47.86,Microsoft-IIS/6.0,big5
dongshih.household.yunlin.gov.tw,雲林縣東勢鄉戶政事務所,210.69.47.86,Microsoft-IIS/6.0,big5
tuku.household.yunlin.gov.tw,雲林縣土庫鎮戶政事務所,210.69.47.86,Microsoft-IIS/6.0,big5
baojhong.household.yunlin.gov.tw,雲林縣褒忠鄉戶政事務所,210.69.47.86,Microsoft-IIS/6.0,big5
beigang.household.yunlin.gov.tw,雲林縣北港鎮戶政事務所,210.69.47.86,Microsoft-IIS/6.0,big5
taisi.household.yunlin.gov.tw,雲林縣臺西鄉戶政事務所全球資訊網,210.69.47.86,Microsoft-IIS/6.0,big5
gukeng.household.yunlin.gov.tw,雲林縣古坑鄉戶政事務所,210.69.47.86,Microsoft-IIS/6.0,big5
yuanchang.household.yunlin.gov.tw,雲林縣元長鄉戶政事務所,210.69.47.86,Microsoft-IIS/6.0,big5
dapi.household.yunlin.gov.tw,雲林縣大埤鄉戶政事務所,210.69.47.86,Microsoft-IIS/6.0,big5
sihhu.household.yunlin.gov.tw,雲林縣四湖鄉戶政事務所,210.69.47.86,Microsoft-IIS/6.0,big5
cihtong.household.yunlin.gov.tw,雲林縣莿桐鄉戶政事務所,210.69.47.86,Microsoft-IIS/6.0,big5
kouhu.household.yunlin.gov.tw,雲林縣口湖鄉戶政事務所,210.69.47.86,Microsoft-IIS/6.0,big5
linnei.household.yunlin.gov.tw,雲林縣林內鄉戶政事務所,210.69.47.86,Microsoft-IIS/6.0,big5
shueilin.household.yunlin.gov.tw,雲林縣水林鄉戶政事務所,210.69.47.86,Microsoft-IIS/6.0,big5
douliou.land.yunlin.gov.tw,雲林縣斗六地政事務所全球資訊網,210.69.47.86,Microsoft-IIS/6.0,big5
dounan.land.yunlin.gov.tw,雲林縣斗南地政事務所,210.69.47.86,Microsoft-IIS/6.0,utf8
huwei.land.yunlin.gov.tw,雲林縣虎尾地政事務所,210.69.47.86,Microsoft-IIS/6.0,utf8
siluo.land.yunlin.gov.tw,雲林縣西螺地政事務所全球資訊網,210.69.47.86,Microsoft-IIS/6.0,big5
beigang.land.yunlin.gov.tw,雲林縣北港地政事務所,210.69.47.86,Microsoft-IIS/6.0,utf8
taisi.land.yunlin.gov.tw,雲林縣臺西地政事務所,210.69.47.86,Microsoft-IIS/6.0,utf8
www.ylcc.gov.tw,雲林縣議會-首頁,61.60.48.13,Microsoft-IIS/7.5,utf8
www.ylec.gov.tw,,117.56.68.26,Apache,utf8
unl.cyi.gov.tw,,,,utf8
idipc.yunlin.gov.tw,,210.69.47.62,Microsoft-IIS/6.0,utf8
www1.yunlin.gov.tw,,210.69.47.7,Microsoft-IIS/7.5,utf8
pwd.yunlin.gov.tw,雲林縣公共管線挖掘便民資訊網,210.69.47.175,Microsoft-IIS/7.0,utf8
cpc.yunlin.gov.tw,,210.69.47.102,Microsoft-IIS/6.0,utf8
household.yunlin.gov.tw,雲林縣戶政入口資訊網,210.69.47.86,Microsoft-IIS/6.0,utf8
land.yunlin.gov.tw,雲林縣地政入口資訊網,210.69.47.86,Microsoft-IIS/6.0,big5
e-book.yunlin.gov.tw,雲林縣政府電子書服務網,210.69.47.67,Microsoft-IIS/6.0,big5
yunlinenergy.yunlin.gov.tw,雲林縣住宅節電大樂透活動,210.69.47.54,"Apache/2.2.8 (Win32) PHP/5.2.6",utf8
artist.yunlin.gov.tw,雲林縣藝術家入口網,210.69.47.67,Microsoft-IIS/6.0,utf8
childcare.cla.gov.tw,,,,utf8
servant.yunlin.gov.tw,雲林縣公務人員協會,210.69.47.62,Microsoft-IIS/6.0,utf8
million-tree.yunlin.gov.tw,雲林縣百萬植樹計畫資訊網,210.69.47.67,Microsoft-IIS/6.0,utf8
fpcc.yunlin.gov.tw,六輕公安網,210.69.47.67,Microsoft-IIS/6.0,utf8
www5.water.gov.tw,台灣自來水公司-第五區管理處,124.219.11.105,,big5
www.cabcy.gov.tw,嘉義市政府文化局,163.29.100.12,,utf8
e-service.chiayi.gov.tw,,163.29.100.46,,utf8
travel.chiayi.gov.tw,嘉義觀光旅遊網,163.29.100.40,,utf8
